pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_红心,specInfo_UNKNOWN,prodPcat_进口果
2022-10-19,5.0,292,2,10,-0.9510565162951536,0.30901699437494723,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-19,3.7625,292,2,10,-0.9510565162951536,0.30901699437494723,3.775,3.85,4.1375,3.75,3.94375,False,True,True
2022-10-20,5.0,293,3,10,-0.9455963874271428,0.3253420847119795,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-20,3.75,293,3,10,-0.9455963874271428,0.3253420847119795,3.7625,3.8375,4.125,3.75,3.93125,False,True,True
2022-10-21,5.0,294,4,10,-0.9398560579418953,0.341570769167856,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-21,3.75,294,4,10,-0.9398560579418953,0.341570769167856,3.75,3.825,4.1125,3.75,3.919166666666667,False,True,True
2022-10-22,5.0,295,5,10,-0.9338372288229252,0.35769823883312546,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-22,3.75,295,5,10,-0.9338372288229252,0.35769823883312546,3.75,3.8125,4.1,3.75,3.9074999999999998,False,True,True
2022-10-23,5.0,296,6,10,-0.9275416835791965,0.3737197147904692,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-23,3.75,296,6,10,-0.9275416835791965,0.3737197147904692,3.75,3.8,4.0875,3.75,3.89625,False,True,True
2022-10-24,3.75,297,0,10,-0.9209712877166347,0.38963044953078774,3.75,3.7875,4.075,3.75,3.8854166666666665,False,True,True
2022-10-24,5.0,297,0,10,-0.9209712877166347,0.38963044953078774,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-25,3.75,298,1,10,-0.9141279881853337,0.4054257283599973,3.75,3.775,4.0625,3.75,3.875,False,True,True
2022-10-25,5.0,298,1,10,-0.9141279881853337,0.4054257283599973,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-26,3.75,299,2,10,-0.9070138128026362,0.42110087079608916,3.75,3.7625,4.05,3.75,3.865,False,True,True
2022-10-26,5.0,299,2,10,-0.9070138128026362,0.42110087079608916,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-27,3.75,300,3,10,-0.8996308696522434,0.4366512319560638,3.75,3.75,4.0375,3.75,3.8554166666666663,False,True,True
2022-10-27,5.0,300,3,10,-0.8996308696522434,0.4366512319560638,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-28,3.75,301,4,10,-0.8919813464595487,0.45207220393230374,3.75,3.75,4.025,3.75,3.84625,False,True,True
2022-10-28,5.0,301,4,10,-0.8919813464595487,0.45207220393230374,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-29,3.75,302,5,10,-0.8840675099433637,0.46735921715800205,3.75,3.75,4.0125,3.75,3.8375,False,True,True
2022-10-29,5.0,302,5,10,-0.8840675099433637,0.46735921715800205,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-30,3.75,303,6,10,-0.8758917051442433,0.48250774176121763,3.75,3.75,4.0,3.75,3.8291666666666666,False,True,True
2022-10-30,5.0,303,6,10,-0.8758917051442433,0.48250774176121763,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-10-31,3.75,304,0,10,-0.8674563547295971,0.4975132889071803,3.75,3.75,3.9875,3.75,3.82125,False,True,True
2022-10-31,5.0,304,0,10,-0.8674563547295971,0.4975132889071803,5.0,5.0,5.0,4.75,5.0,True,False,True
2022-11-01,5.0,305,1,11,-0.858763958275803,0.5123714121284235,5.0,5.0,5.0,4.775,5.0,True,False,True
2022-11-01,3.775,305,1,11,-0.858763958275803,0.5123714121284235,3.75,3.75,3.975,3.75,3.814583333333333,False,True,True
2022-11-02,5.0,306,2,11,-0.8498170915275277,0.5270777086423724,5.0,5.0,5.0,4.8,5.0,True,False,True
2022-11-02,3.8,306,2,11,-0.8498170915275277,0.5270777086423724,3.775,3.75,3.9625,3.75,3.809166666666667,False,True,True
2022-11-03,3.825,307,3,11,-0.8406184056344783,0.5416278206559811,3.8,3.75,3.95,3.75,3.805,False,True,True
2022-11-03,5.0,307,3,11,-0.8406184056344783,0.5416278206559811,5.0,5.0,5.0,4.825,5.0,True,False,True
2022-11-04,5.0,308,4,11,-0.8311706263658079,0.5560174366570446,5.0,5.0,5.0,4.85,5.0,True,False,True
2022-11-04,3.85,308,4,11,-0.8311706263658079,0.5560174366570446,3.825,3.75,3.9375,3.75,3.8020833333333335,False,True,True
2022-11-05,5.0,309,5,11,-0.8214765533024145,0.5702422926917867,5.0,5.0,5.0,4.875,5.0,True,False,True
2022-11-05,3.875,309,5,11,-0.8214765533024145,0.5702422926917867,3.85,3.75,3.925,3.75,3.8004166666666666,False,True,True
2022-11-06,3.9,310,6,11,-0.8115390590073611,0.5842981736283683,3.875,3.75,3.9125,3.75,3.8,False,True,True
2022-11-06,5.0,310,6,11,-0.8115390590073611,0.5842981736283683,5.0,5.0,5.0,4.9,5.0,True,False,True
2022-11-07,3.925,311,0,11,-0.801361088174677,0.5981809144059158,3.9,3.75,3.9,3.75,3.8008333333333337,False,True,True
2022-11-07,5.0,311,0,11,-0.801361088174677,0.5981809144059158,5.0,5.0,5.0,4.925,5.0,True,False,True
2022-11-08,5.0,312,1,11,-0.7909456567567774,0.6118864012687242,5.0,5.0,5.0,4.95,5.0,True,False,True
2022-11-08,3.95,312,1,11,-0.7909456567567774,0.6118864012687242,3.925,3.775,3.8875,3.75,3.802916666666667,False,True,True
2022-11-09,3.975,313,2,11,-0.780295851070776,0.6254105729852457,3.95,3.8,3.875,3.75,3.80625,False,True,True
2022-11-09,5.0,313,2,11,-0.780295851070776,0.6254105729852457,5.0,5.0,5.0,4.975,5.0,True,False,True
2022-11-10,4.0,314,3,11,-0.7694148268839381,0.6387494220515268,3.975,3.825,3.8625,3.75,3.8108333333333335,False,True,True
2022-11-10,5.0,314,3,11,-0.7694148268839381,0.6387494220515268,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-11,5.0,315,4,11,-0.7583058084785625,0.6518989958787125,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-11,4.0,315,4,11,-0.7583058084785625,0.6518989958787125,4.0,3.85,3.85,3.75,3.815833333333333,False,True,True
2022-11-12,4.0,316,5,11,-0.7469720876965551,0.6648553979642866,4.0,3.875,3.8375,3.75,3.82125,False,True,True
2022-11-12,5.0,316,5,11,-0.7469720876965551,0.6648553979642866,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-13,5.0,317,6,11,-0.7354170229639858,0.6776147890466887,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-13,4.0,317,6,11,-0.7354170229639858,0.6776147890466887,4.0,3.9,3.825,3.75,3.8270833333333334,False,True,True
2022-11-14,4.0,318,0,11,-0.7236440382959124,0.690173388242972,4.0,3.925,3.8125,3.75,3.8333333333333335,False,True,True
2022-11-14,5.0,318,0,11,-0.7236440382959124,0.690173388242972,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-15,4.0,319,1,11,-0.711656622281775,0.7025274741691566,4.0,3.95,3.8,3.75,3.8400000000000003,False,True,True
2022-11-15,5.0,319,1,11,-0.711656622281775,0.7025274741691566,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-16,5.0,320,2,11,-0.6994583270516471,0.7146733860429608,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-16,4.0,320,2,11,-0.6994583270516471,0.7146733860429608,4.0,3.975,3.7875,3.75,3.847083333333333,False,True,True
2022-11-17,5.0,321,3,11,-0.6870527672236675,0.7266075247685652,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-17,4.0,321,3,11,-0.6870527672236675,0.7266075247685652,4.0,4.0,3.775,3.75,3.8545833333333333,False,True,True
2022-11-18,5.0,322,4,11,-0.6744436188329457,0.7383263540031063,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-18,4.0,322,4,11,-0.6744436188329457,0.7383263540031063,4.0,4.0,3.7625,3.75,3.8625,False,True,True
2022-11-19,4.0,323,5,11,-0.661634618242279,0.749826401204568,4.0,4.0,3.75,3.75,3.870833333333333,False,True,True
2022-11-19,5.0,323,5,11,-0.661634618242279,0.749826401204568,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-20,5.0,324,6,11,-0.6486295610349818,0.7611042586607742,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-20,4.0,324,6,11,-0.6486295610349818,0.7611042586607742,4.0,4.0,3.75,3.75,3.879166666666667,False,True,True
2022-11-21,4.0,325,0,11,-0.6354323008901775,0.7721565844991641,4.0,4.0,3.75,3.75,3.8875,False,True,True
2022-11-21,5.0,325,0,11,-0.6354323008901775,0.7721565844991641,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-22,5.0,326,1,11,-0.622046748440868,0.7829801036770624,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-22,4.0,326,1,11,-0.622046748440868,0.7829801036770624,4.0,4.0,3.75,3.75,3.8958333333333335,False,True,True
2022-11-23,4.0,327,2,11,-0.6084768701151264,0.7935716089521472,4.0,4.0,3.75,3.75,3.904166666666667,False,True,True
2022-11-23,5.0,327,2,11,-0.6084768701151264,0.7935716089521472,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-24,4.0,328,3,11,-0.594726686960764,0.8039279618328208,4.0,4.0,3.75,3.75,3.9125,False,True,True
2022-11-24,5.0,328,3,11,-0.594726686960764,0.8039279618328208,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-25,4.0,329,4,11,-0.5808002734538013,0.8140460935082175,4.0,4.0,3.75,3.75,3.9208333333333334,False,True,True
2022-11-25,5.0,329,4,11,-0.5808002734538013,0.8140460935082175,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-26,5.0,330,5,11,-0.5667017562911184,0.8239230057575536,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-26,4.0,330,5,11,-0.5667017562911184,0.8239230057575536,4.0,4.0,3.75,3.75,3.9291666666666667,False,True,True
2022-11-27,4.0,331,6,11,-0.5524353131676203,0.8335557718385695,4.0,4.0,3.75,3.75,3.9375,False,True,True
2022-11-27,5.0,331,6,11,-0.5524353131676203,0.8335557718385695,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-28,4.0,332,0,11,-0.5380051715382992,0.8429415373547832,4.0,4.0,3.75,3.75,3.9458333333333333,False,True,True
2022-11-28,5.0,332,0,11,-0.5380051715382992,0.8429415373547832,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-29,4.0,333,1,11,-0.5234156073655503,0.8520775211013093,4.0,4.0,3.75,3.75,3.9541666666666666,False,True,True
2022-11-29,5.0,333,1,11,-0.5234156073655503,0.8520775211013093,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-30,5.0,334,2,11,-0.5086709438521042,0.8609610158889945,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-11-30,4.0,334,2,11,-0.5086709438521042,0.8609610158889945,4.0,4.0,3.75,3.75,3.9625,False,True,True
2022-12-01,5.0,335,3,12,-0.49377555015997737,0.8695893893466109,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-01,4.0,335,3,12,-0.49377555015997737,0.8695893893466109,4.0,4.0,3.775,3.75,3.9699999999999998,False,True,True
2022-12-02,5.0,336,4,12,-0.4787338401157883,0.8779600847008883,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-02,4.0,336,4,12,-0.4787338401157883,0.8779600847008883,4.0,4.0,3.8,3.75,3.9766666666666666,False,True,True
2022-12-03,4.0,337,5,12,-0.4635502709028512,0.8860706215341378,4.0,4.0,3.825,3.75,3.9825,False,True,True
2022-12-03,5.0,337,5,12,-0.4635502709028512,0.8860706215341378,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-04,5.0,338,6,12,-0.4482293417404106,0.893918596519257,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-04,4.0,338,6,12,-0.4482293417404106,0.893918596519257,4.0,4.0,3.85,3.75,3.9875,False,True,True
2022-12-05,5.0,339,0,12,-0.4327755925504317,0.9015016841318838,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-05,4.0,339,0,12,-0.4327755925504317,0.9015016841318838,4.0,4.0,3.875,3.75,3.9916666666666667,False,True,True
2022-12-06,5.0,340,1,12,-0.41719360261231697,0.9088176373395028,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-06,4.0,340,1,12,-0.41719360261231697,0.9088176373395028,4.0,4.0,3.9,3.75,3.9949999999999997,False,True,True
2022-12-07,5.0,341,2,12,-0.4014879892059737,0.9158642882672868,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-07,4.0,341,2,12,-0.4014879892059737,0.9158642882672868,4.0,4.0,3.925,3.75,3.9975,False,True,True
2022-12-08,5.0,342,3,12,-0.38566340624360745,0.9226395488404875,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-08,4.0,342,3,12,-0.38566340624360745,0.9226395488404875,4.0,4.0,3.95,3.75,3.9991666666666665,False,True,True
2022-12-09,5.0,343,4,12,-0.3697245428906732,0.9291414114031743,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-09,4.0,343,4,12,-0.3697245428906732,0.9291414114031743,4.0,4.0,3.975,3.75,4.0,False,True,True
2022-12-10,5.0,344,5,12,-0.3536761221763721,0.935367949313148,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-10,4.0,344,5,12,-0.3536761221763721,0.935367949313148,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-11,4.0,345,6,12,-0.33752289959411347,0.941317317512847,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-11,5.0,345,6,12,-0.33752289959411347,0.941317317512847,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-12,4.0,346,0,12,-0.32126966169236515,0.9469877530760751,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-12,5.0,346,0,12,-0.32126966169236515,0.9469877530760751,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-13,4.0,347,1,12,-0.3049212246562894,0.9523775757303973,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-13,5.0,347,1,12,-0.3049212246562894,0.9523775757303973,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-14,5.0,348,2,12,-0.2884824328806098,0.9574851883550389,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-14,4.0,348,2,12,-0.2884824328806098,0.9574851883550389,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-15,4.0,349,3,12,-0.27195815753410524,0.9623090774541487,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-15,5.0,349,3,12,-0.27195815753410524,0.9623090774541487,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-16,4.0,350,4,12,-0.2553532951161881,0.9668478136052773,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-16,5.0,350,4,12,-0.2553532951161881,0.9668478136052773,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-17,5.0,351,5,12,-0.23867276600594997,0.9711000518829505,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-17,4.0,351,5,12,-0.23867276600594997,0.9711000518829505,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-18,5.0,352,6,12,-0.22192151300416674,0.9750645322571945,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-18,4.0,352,6,12,-0.22192151300416674,0.9750645322571945,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-19,5.0,353,0,12,-0.20510449986861926,0.9787400799669153,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-19,4.0,353,0,12,-0.20510449986861926,0.9787400799669153,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-20,4.0,354,1,12,-0.1882267098432439,0.9821256058680006,4.0,4.0,4.0,3.75,4.0,False,True,True
2022-12-20,5.0,354,1,12,-0.1882267098432439,0.9821256058680006,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-21,5.0,355,2,12,-0.1712931441814778,0.9852201067560606,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-21,4.0,355,2,12,-0.1712931441814778,0.9852201067560606,4.0,4.0,4.0,3.7954545454545454,4.0,False,True,True
2022-12-22,4.0,356,3,12,-0.154308820664281,0.9880226656636976,4.0,4.0,4.0,3.840909090909091,4.0,False,True,True
2022-12-22,5.0,356,3,12,-0.154308820664281,0.9880226656636976,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-23,4.0,357,4,12,-0.13727877211326517,0.9905324521322227,4.0,4.0,4.0,3.8863636363636362,4.0,False,True,True
2022-12-23,5.0,357,4,12,-0.13727877211326517,0.9905324521322227,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-24,4.0,358,5,12,-0.12020804489935275,0.9927487224577402,4.0,4.0,4.0,3.9318181818181817,4.0,False,True,True
2022-12-24,5.0,358,5,12,-0.12020804489935275,0.9927487224577402,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-25,5.0,359,6,12,-0.10310169744743544,0.9946708199115211,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-25,4.0,359,6,12,-0.10310169744743544,0.9946708199115211,4.0,4.0,4.0,3.9772727272727275,4.0,False,True,True
2022-12-26,5.0,360,0,12,-0.0859647987374467,0.9962981749346077,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-26,4.0,360,0,12,-0.0859647987374467,0.9962981749346077,4.0,4.0,4.0,4.0227272727272725,4.0,False,True,True
2022-12-27,5.0,361,1,12,-0.06880242680232064,0.9976303053065857,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-27,4.0,361,1,12,-0.06880242680232064,0.9976303053065857,4.0,4.0,4.0,4.068181818181818,4.0,False,True,True
2022-12-28,5.0,362,2,12,-0.05161966722325418,0.9986668162884759,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-28,4.0,362,2,12,-0.05161966722325418,0.9986668162884759,4.0,4.0,4.0,4.113636363636363,4.0,False,True,True
2022-12-29,4.0,363,3,12,-0.034421611622745804,0.9994074007397048,4.0,4.0,4.0,4.159090909090909,4.0,False,True,True
2022-12-29,5.0,363,3,12,-0.034421611622745804,0.9994074007397048,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-30,5.0,364,4,12,-0.01721335615583528,0.9998518392091162,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-30,4.0,364,4,12,-0.01721335615583528,0.9998518392091162,4.0,4.0,4.0,4.204545454545455,4.0,False,True,True
2022-12-31,5.0,365,5,12,6.432490598706546e-16,1.0,5.0,5.0,5.0,5.0,5.0,True,False,True
2022-12-31,4.0,365,5,12,6.432490598706546e-16,1.0,4.0,4.0,4.0,4.25,4.0,False,True,True
2023-01-01,5.0,1,6,1,0.017213356155834685,0.9998518392091162,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-01,4.0,1,6,1,0.017213356155834685,0.9998518392091162,4.0,4.0,4.0,4.274193548387097,4.0,False,True,True
2023-01-02,5.0,2,0,1,0.03442161162274574,0.9994074007397048,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-02,4.0,2,0,1,0.03442161162274574,0.9994074007397048,4.0,4.0,4.0,4.298387096774194,4.0,False,True,True
2023-01-03,5.0,3,1,1,0.051619667223253764,0.998666816288476,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-03,4.0,3,1,1,0.051619667223253764,0.998666816288476,4.0,4.0,4.0,4.32258064516129,4.0,False,True,True
2023-01-04,5.0,4,2,1,0.06880242680231986,0.9976303053065857,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-04,4.0,4,2,1,0.06880242680231986,0.9976303053065857,4.0,4.0,4.0,4.346774193548387,4.0,False,True,True
2023-01-05,5.0,5,3,1,0.08596479873744647,0.9962981749346078,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-05,4.0,5,3,1,0.08596479873744647,0.9962981749346078,4.0,4.0,4.0,4.370967741935484,4.0,False,True,True
2023-01-06,5.0,6,4,1,0.10310169744743485,0.9946708199115211,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-06,4.0,6,4,1,0.10310169744743485,0.9946708199115211,4.0,4.0,4.0,4.395161290322581,4.0,False,True,True
2023-01-07,5.0,7,5,1,0.1202080448993527,0.9927487224577402,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-07,4.0,7,5,1,0.1202080448993527,0.9927487224577402,4.0,4.0,4.0,4.419354838709677,4.0,False,True,True
2023-01-08,5.0,8,6,1,0.13727877211326478,0.9905324521322229,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-08,4.0,8,6,1,0.13727877211326478,0.9905324521322229,4.0,4.0,4.0,4.443548387096774,4.0,False,True,True
2023-01-09,5.0,9,0,1,0.15430882066428117,0.9880226656636976,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-09,4.0,9,0,1,0.15430882066428117,0.9880226656636976,4.0,4.0,4.0,4.467741935483871,4.0,False,True,True
2023-01-10,4.0,10,1,1,0.1712931441814776,0.9852201067560606,4.0,4.0,4.0,4.491935483870968,4.0,False,True,True
2023-01-10,5.0,10,1,1,0.1712931441814776,0.9852201067560606,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-11,5.0,11,2,1,0.1882267098432442,0.9821256058680006,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-11,4.0,11,2,1,0.1882267098432442,0.9821256058680006,4.0,4.0,4.0,4.516129032258064,4.0,False,True,True
2023-01-12,5.0,12,3,1,0.2051044998686192,0.9787400799669153,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-12,4.0,12,3,1,0.2051044998686192,0.9787400799669153,4.0,4.0,4.0,4.540322580645161,4.0,False,True,True
2023-01-13,5.0,13,4,1,0.2219215130041655,0.9750645322571948,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-13,4.0,13,4,1,0.2219215130041655,0.9750645322571948,4.0,4.0,4.0,4.564516129032258,4.0,False,True,True
2023-01-14,5.0,14,5,1,0.2386727660059501,0.9711000518829505,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-14,4.0,14,5,1,0.2386727660059501,0.9711000518829505,4.0,4.0,4.0,4.588709677419355,4.0,False,True,True
2023-01-15,4.0,15,6,1,0.255353295116187,0.9668478136052775,4.0,4.0,4.0,4.612903225806452,4.0,False,True,True
2023-01-15,5.0,15,6,1,0.255353295116187,0.9668478136052775,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-16,4.0,16,0,1,0.2719581575341055,0.9623090774541486,4.0,4.0,4.0,4.637096774193548,4.0,False,True,True
2023-01-16,5.0,16,0,1,0.2719581575341055,0.9623090774541486,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-17,4.0,17,1,1,0.288482432880609,0.9574851883550393,4.0,4.0,4.0,4.661290322580645,4.0,False,True,True
2023-01-17,5.0,17,1,1,0.288482432880609,0.9574851883550393,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-18,4.0,18,2,1,0.30492122465628907,0.9523775757303974,4.0,4.0,4.0,4.685483870967742,4.0,False,True,True
2023-01-18,5.0,18,2,1,0.30492122465628907,0.9523775757303974,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-19,4.0,19,3,1,0.3212696616923644,0.9469877530760753,4.0,4.0,4.0,4.709677419354839,4.0,False,True,True
2023-01-19,5.0,19,3,1,0.3212696616923644,0.9469877530760753,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-20,5.0,20,4,1,0.3375228995941133,0.9413173175128471,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-20,4.0,20,4,1,0.3375228995941133,0.9413173175128471,4.0,4.0,4.0,4.733870967741936,4.0,False,True,True
2023-01-21,5.0,21,5,1,0.3536761221763716,0.9353679493131483,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-21,4.0,21,5,1,0.3536761221763716,0.9353679493131483,4.0,4.0,4.0,4.758064516129032,4.0,False,True,True
2023-01-22,5.0,22,6,1,0.3697245428906731,0.9291414114031743,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-22,4.0,22,6,1,0.3697245428906731,0.9291414114031743,4.0,4.0,4.0,4.782258064516129,4.0,False,True,True
2023-01-23,4.0,23,0,1,0.38566340624360707,0.9226395488404876,4.0,4.0,4.0,4.806451612903226,4.0,False,True,True
2023-01-23,5.0,23,0,1,0.38566340624360707,0.9226395488404876,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-24,4.0,24,1,1,0.401487989205973,0.9158642882672872,4.0,4.0,4.0,4.830645161290322,4.0,False,True,True
2023-01-24,5.0,24,1,1,0.401487989205973,0.9158642882672872,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-25,5.0,25,2,1,0.4171936026123168,0.9088176373395029,5.0,5.0,5.0,5.0,5.0,True,False,True
2023-01-25,4.0,25,2,1,0.4171936026123168,0.9088176373395029,4.0,4.0,4.0,4.854838709677419,4.0,False,True,True
2023-01-26,5.0,26,3,1,0.4327755925504312,0.901501684131884,5.0,5.0,5.0,5.0,5.0,True,False,True
