pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_散,prodPcat_UNKNOWN
2022-07-23,4.5,204,5,7,-0.3617137307297674,-0.9322892131745134,4.5,5.2,5.2,5.5,5.153333333333334,True,True
2022-07-24,4.5,205,6,7,-0.37770796520396466,-0.9259247771938499,4.5,5.2,5.2,5.5,5.13,True,True
2022-07-25,4.5,206,0,7,-0.39359027665646645,-0.9192859697186105,4.5,5.2,5.2,5.5,5.106666666666667,True,True
2022-07-26,4.5,207,1,7,-0.4093559588156211,-0.9123747579707274,4.5,5.2,5.2,5.5,5.083333333333333,True,True
2022-07-27,4.5,208,2,7,-0.42500033996955394,-0.9051931898913975,4.5,5.2,5.2,5.25,5.0600000000000005,True,True
2022-07-28,4.5,209,3,7,-0.4405187843504952,-0.8977433935342336,4.5,5.2,5.2,5.0,5.036666666666667,True,True
2022-07-29,4.5,210,4,7,-0.455906693508459,-0.8900275764346766,4.5,4.5,5.2,5.0,5.013333333333334,True,True
2022-07-30,4.5,211,5,7,-0.47115950767386394,-0.8820480249558535,4.5,4.5,5.2,5.0,4.99,True,True
2022-07-31,4.5,212,6,7,-0.4862727071086902,-0.8738071036110807,4.5,4.5,5.2,5.0,4.966666666666667,True,True
2022-08-01,4.5,213,0,8,-0.5012418134457756,-0.8653072543632061,4.5,4.5,5.2,5.0,4.943333333333333,True,True
2022-08-02,4.5,214,1,8,-0.5160623910158526,-0.8565509959010037,4.5,4.5,5.2,5.0,4.920000000000001,True,True
2022-08-03,4.5,215,2,8,-0.5307300481619331,-0.8475409228928312,4.5,4.5,5.2,5.0,4.8966666666666665,True,True
2022-08-04,4.5,216,3,8,-0.5452404385406507,-0.8382797052177745,4.5,4.5,5.2,5.0,4.873333333333334,True,True
2022-08-05,4.5,217,4,8,-0.5595892624101763,-0.828770087174504,4.5,4.5,5.2,5.0,4.85,True,True
2022-08-06,4.5,218,5,8,-0.5737722679043243,-0.8190148866680802,4.5,4.5,5.2,5.0,4.826666666666667,True,True
2022-08-07,4.5,219,6,8,-0.5877852522924734,-0.8090169943749472,4.5,4.5,5.2,5.0,4.803333333333334,True,True
2022-08-08,4.5,220,0,8,-0.6016240632249227,-0.7987793728863648,4.5,4.5,5.2,5.0,4.78,True,True
2022-08-09,4.5,221,1,8,-0.6152845999633277,-0.7883050558305253,4.5,4.5,5.2,5.0,4.756666666666667,True,True
2022-08-10,4.5,222,2,8,-0.6287628145958345,-0.7775971469736268,4.5,4.5,5.2,5.0,4.733333333333333,True,True
2022-08-11,4.5,223,3,8,-0.6420547132365636,-0.7666588193001592,4.5,4.5,5.2,5.0,4.71,True,True
2022-08-12,4.5,224,4,8,-0.655156357209085,-0.7554933140726804,4.5,4.5,5.2,5.0,4.686666666666667,True,True
2022-08-13,4.5,225,5,8,-0.6680638642135333,-0.7441039398713608,4.5,4.5,5.2,5.0,4.663333333333333,True,True
2022-08-14,4.5,226,6,8,-0.6807734094770159,-0.7324940716135792,4.5,4.5,5.2,5.0,4.640000000000001,True,True
2022-08-15,4.5,227,0,8,-0.6932812268869771,-0.7206671495538615,4.5,4.5,5.2,5.0,4.616666666666666,True,True
2022-08-16,4.5,228,1,8,-0.7055836101071774,-0.70862667826446,4.5,4.5,5.2,5.0,4.593333333333334,True,True
2022-08-17,4.5,229,2,8,-0.7176769136759615,-0.6963762255968726,4.5,4.5,5.2,5.0,4.570000000000001,True,True
2022-08-18,4.5,230,3,8,-0.7295575540864876,-0.6839194216246105,4.5,4.5,5.2,5.0,4.546666666666667,True,True
2022-08-19,4.5,231,4,8,-0.7412220108485957,-0.6712599575675315,4.5,4.5,5.2,5.0,4.523333333333334,True,True
2022-08-20,4.5,232,5,8,-0.7526668275320083,-0.6584015846980489,4.5,4.5,5.2,5.0,4.5,True,True
2022-08-21,4.5,233,6,8,-0.7638886127905429,-0.64534811322955,4.5,4.5,4.5,5.0,4.5,True,True
2022-08-22,4.5,234,0,8,-0.7748840413670406,-0.6321034111873488,4.5,4.5,4.5,5.0,4.5,True,True
2022-08-23,4.5,235,1,8,-0.7856498550787144,-0.6186714032625032,4.5,4.5,4.5,5.0,4.5,True,True
2022-08-24,4.5,236,2,8,-0.7961828637826154,-0.6050560696488494,4.5,4.5,4.5,5.0,4.5,True,True
2022-08-25,4.5,237,3,8,-0.8064799463209447,-0.5912614448635782,4.5,4.5,4.5,5.0,4.5,True,True
2022-08-26,4.5,238,4,8,-0.8165380514459157,-0.5772916165517278,4.5,4.5,4.5,5.0,4.5,True,True
2022-08-27,4.5,239,5,8,-0.8263541987239094,-0.5631507242749187,4.5,4.5,4.5,5.0,4.5,True,True
2022-08-28,4.5,240,6,8,-0.8359254794186365,-0.5488429582847199,4.5,4.5,4.5,5.0,4.5,True,True
2022-08-29,4.5,241,0,8,-0.8452490573530634,-0.5343725582809785,4.5,4.5,4.5,5.0,4.5,True,True
2022-08-30,4.5,242,1,8,-0.8543221697498269,-0.5197438121555157,4.5,4.5,4.5,5.0,4.5,True,True
2022-08-31,4.5,243,2,8,-0.8631421280499115,-0.5049610547215202,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-01,4.5,244,3,9,-0.8717063187093217,-0.4900286664290594,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-02,4.5,245,4,9,-0.8800122039735356,-0.4749510720670502,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-03,4.5,246,5,9,-0.888057322629493,-0.4597327394521046,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-04,4.5,247,6,9,-0.8958392907349089,-0.4443781781046134,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-05,4.5,248,0,9,-0.9033558023246842,-0.4288919379124841,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-06,4.5,249,1,9,-0.9106046300942162,-0.41327860778290443,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-07,4.5,250,2,9,-0.9175836260593934,-0.3975428142825566,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-08,4.5,251,3,9,-0.9242907221930934,-0.3816892202666586,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-09,4.5,252,4,9,-0.9307239310379793,-0.3657225234972692,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-10,4.5,253,5,9,-0.9368813462954315,-0.34964745525122826,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-11,4.5,254,6,9,-0.9427611433904206,-0.33346877891818705,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-12,4.5,255,0,9,-0.9483615800121716,-0.31719128858910595,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-13,4.5,256,1,9,-0.9536809966304455,-0.300819807635668,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-14,4.5,257,2,9,-0.9587178169872964,-0.2843591872810036,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-15,4.5,258,3,9,-0.9634705485641486,-0.26781430516217486,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-16,4.5,259,4,9,-0.9679377830240642,-0.25119006388481957,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-17,4.5,260,5,9,-0.9721181966290612,-0.23449138957041052,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-18,4.5,261,6,9,-0.9760105506323682,-0.21772323039653224,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-19,4.5,262,0,9,-0.9796136916454901,-0.20089055513063528,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-20,4.5,263,1,9,-0.9829265519799822,-0.18399835165767986,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-21,4.5,264,2,9,-0.9859481499638303,-0.1670516255021195,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-22,4.5,265,3,9,-0.9886775902323404,-0.15005539834465262,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-23,4.5,266,4,9,-0.9911140639934546,-0.13301470653419636,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-24,4.5,267,5,9,-0.9932568492674143,-0.11593459959550066,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-25,4.5,268,6,9,-0.9951053111006974,-0.09882013873287211,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-26,4.5,269,0,9,-0.99665890175417,-0.08167639533042288,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-27,4.5,270,1,9,-0.9979171608653922,-0.06450844944931625,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-28,4.5,271,2,9,-0.9988797155850335,-0.04732138832243232,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-29,4.5,272,3,9,-0.9995462806873573,-0.03012030484690836,4.5,4.5,4.5,5.0,4.5,True,True
2022-09-30,4.5,273,4,9,-0.9999166586547379,-0.012910296075008843,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-01,4.5,274,5,10,-0.9999907397361901,0.004303538296243821,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-02,4.5,275,6,10,-0.9997685019798909,0.021516097436222233,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-03,4.5,276,0,10,-0.9992500112396835,0.03872228089217399,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-04,4.5,277,1,10,-0.9984354211555643,0.05591699010060302,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-05,4.5,278,2,10,-0.9973249731081555,0.07309512989807776,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-06,4.5,279,3,10,-0.9959189961471792,0.0902516100310407,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-07,4.5,280,4,10,-0.994217906893952,0.10738134666416306,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-08,4.5,281,5,10,-0.9922222094179324,0.12447926388678869,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-09,4.5,282,6,10,-0.989932495087353,0.141540295217043,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-10,4.5,283,0,10,-0.9873494423939864,0.15855938510313475,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-11,4.5,284,1,10,-0.9844738167520923,0.17553149042142777,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-12,4.5,285,2,10,-0.9813064702716093,0.19245158197082995,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-13,4.5,286,3,10,-0.9778483415056567,0.20931464596304888,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-14,4.5,287,4,10,-0.9741004551724206,0.22611568550828803,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-15,4.5,288,5,10,-0.970063921851507,0.2428497220959358,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-16,4.5,289,6,10,-0.965739937654855,0.25951179706979943,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-17,4.5,290,0,10,-0.9611297838723007,0.27609697309746883,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-18,4.5,291,1,10,-0.9562348265919058,0.2926003356333479,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-19,4.5,292,2,10,-0.9510565162951536,0.30901699437494723,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-20,4.5,293,3,10,-0.9455963874271428,0.3253420847119795,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-21,4.5,294,4,10,-0.9398560579418953,0.341570769167856,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-22,4.5,295,5,10,-0.9338372288229252,0.35769823883312546,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-23,4.5,296,6,10,-0.9275416835791965,0.3737197147904692,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-24,4.5,297,0,10,-0.9209712877166347,0.38963044953078774,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-25,4.5,298,1,10,-0.9141279881853337,0.4054257283599973,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-26,4.5,299,2,10,-0.9070138128026362,0.42110087079608916,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-27,4.5,300,3,10,-0.8996308696522434,0.4366512319560638,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-28,4.5,301,4,10,-0.8919813464595487,0.45207220393230374,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-29,4.5,302,5,10,-0.8840675099433637,0.46735921715800205,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-30,4.5,303,6,10,-0.8758917051442433,0.48250774176121763,4.5,4.5,4.5,5.0,4.5,True,True
2022-10-31,4.5,304,0,10,-0.8674563547295971,0.4975132889071803,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-01,4.5,305,1,11,-0.858763958275803,0.5123714121284235,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-02,4.5,306,2,11,-0.8498170915275277,0.5270777086423724,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-03,4.5,307,3,11,-0.8406184056344783,0.5416278206559811,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-04,4.5,308,4,11,-0.8311706263658079,0.5560174366570446,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-05,4.5,309,5,11,-0.8214765533024145,0.5702422926917867,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-06,4.5,310,6,11,-0.8115390590073611,0.5842981736283683,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-07,4.5,311,0,11,-0.801361088174677,0.5981809144059158,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-08,4.5,312,1,11,-0.7909456567567774,0.6118864012687242,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-09,4.5,313,2,11,-0.780295851070776,0.6254105729852457,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-10,4.5,314,3,11,-0.7694148268839381,0.6387494220515268,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-11,4.5,315,4,11,-0.7583058084785625,0.6518989958787125,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-12,4.5,316,5,11,-0.7469720876965551,0.6648553979642866,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-13,4.5,317,6,11,-0.7354170229639858,0.6776147890466887,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-14,4.5,318,0,11,-0.7236440382959124,0.690173388242972,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-15,4.5,319,1,11,-0.711656622281775,0.7025274741691566,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-16,4.5,320,2,11,-0.6994583270516471,0.7146733860429608,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-17,4.5,321,3,11,-0.6870527672236675,0.7266075247685652,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-18,4.5,322,4,11,-0.6744436188329457,0.7383263540031063,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-19,4.5,323,5,11,-0.661634618242279,0.749826401204568,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-20,4.5,324,6,11,-0.6486295610349818,0.7611042586607742,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-21,4.5,325,0,11,-0.6354323008901775,0.7721565844991641,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-22,4.5,326,1,11,-0.622046748440868,0.7829801036770624,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-23,4.5,327,2,11,-0.6084768701151264,0.7935716089521472,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-24,4.5,328,3,11,-0.594726686960764,0.8039279618328208,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-25,4.5,329,4,11,-0.5808002734538013,0.8140460935082175,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-26,4.5,330,5,11,-0.5667017562911184,0.8239230057575536,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-27,4.5,331,6,11,-0.5524353131676203,0.8335557718385695,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-28,4.5,332,0,11,-0.5380051715382992,0.8429415373547832,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-29,4.5,333,1,11,-0.5234156073655503,0.8520775211013093,4.5,4.5,4.5,5.0,4.5,True,True
2022-11-30,4.5,334,2,11,-0.5086709438521042,0.8609610158889945,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-01,4.5,335,3,12,-0.49377555015997737,0.8695893893466109,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-02,4.5,336,4,12,-0.4787338401157883,0.8779600847008883,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-03,4.5,337,5,12,-0.4635502709028512,0.8860706215341378,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-04,4.5,338,6,12,-0.4482293417404106,0.893918596519257,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-05,4.5,339,0,12,-0.4327755925504317,0.9015016841318838,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-06,4.5,340,1,12,-0.41719360261231697,0.9088176373395028,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-07,4.5,341,2,12,-0.4014879892059737,0.9158642882672868,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-08,4.5,342,3,12,-0.38566340624360745,0.9226395488404875,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-09,4.5,343,4,12,-0.3697245428906732,0.9291414114031743,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-10,4.5,344,5,12,-0.3536761221763721,0.935367949313148,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-11,4.5,345,6,12,-0.33752289959411347,0.941317317512847,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-12,4.5,346,0,12,-0.32126966169236515,0.9469877530760751,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-13,4.5,347,1,12,-0.3049212246562894,0.9523775757303973,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-14,4.5,348,2,12,-0.2884824328806098,0.9574851883550389,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-15,4.5,349,3,12,-0.27195815753410524,0.9623090774541487,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-16,4.5,350,4,12,-0.2553532951161881,0.9668478136052773,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-17,4.5,351,5,12,-0.23867276600594997,0.9711000518829505,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-18,4.5,352,6,12,-0.22192151300416674,0.9750645322571945,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-19,4.5,353,0,12,-0.20510449986861926,0.9787400799669153,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-20,4.5,354,1,12,-0.1882267098432439,0.9821256058680006,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-21,4.5,355,2,12,-0.1712931441814778,0.9852201067560606,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-22,4.5,356,3,12,-0.154308820664281,0.9880226656636976,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-23,4.5,357,4,12,-0.13727877211326517,0.9905324521322227,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-24,4.5,358,5,12,-0.12020804489935275,0.9927487224577402,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-25,4.5,359,6,12,-0.10310169744743544,0.9946708199115211,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-26,4.5,360,0,12,-0.0859647987374467,0.9962981749346077,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-27,4.5,361,1,12,-0.06880242680232064,0.9976303053065857,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-28,4.5,362,2,12,-0.05161966722325418,0.9986668162884759,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-29,4.5,363,3,12,-0.034421611622745804,0.9994074007397048,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-30,4.5,364,4,12,-0.01721335615583528,0.9998518392091162,4.5,4.5,4.5,5.0,4.5,True,True
2022-12-31,4.5,365,5,12,6.432490598706546e-16,1.0,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-01,4.5,1,6,1,0.017213356155834685,0.9998518392091162,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-02,4.5,2,0,1,0.03442161162274574,0.9994074007397048,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-03,4.5,3,1,1,0.051619667223253764,0.998666816288476,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-04,4.5,4,2,1,0.06880242680231986,0.9976303053065857,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-05,4.5,5,3,1,0.08596479873744647,0.9962981749346078,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-06,4.5,6,4,1,0.10310169744743485,0.9946708199115211,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-07,4.5,7,5,1,0.1202080448993527,0.9927487224577402,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-08,4.5,8,6,1,0.13727877211326478,0.9905324521322229,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-09,4.5,9,0,1,0.15430882066428117,0.9880226656636976,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-10,4.5,10,1,1,0.1712931441814776,0.9852201067560606,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-11,4.5,11,2,1,0.1882267098432442,0.9821256058680006,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-12,4.5,12,3,1,0.2051044998686192,0.9787400799669153,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-13,4.5,13,4,1,0.2219215130041655,0.9750645322571948,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-14,4.5,14,5,1,0.2386727660059501,0.9711000518829505,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-15,4.5,15,6,1,0.255353295116187,0.9668478136052775,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-16,4.5,16,0,1,0.2719581575341055,0.9623090774541486,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-17,4.5,17,1,1,0.288482432880609,0.9574851883550393,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-18,4.5,18,2,1,0.30492122465628907,0.9523775757303974,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-19,4.5,19,3,1,0.3212696616923644,0.9469877530760753,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-20,4.5,20,4,1,0.3375228995941133,0.9413173175128471,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-21,4.5,21,5,1,0.3536761221763716,0.9353679493131483,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-22,4.5,22,6,1,0.3697245428906731,0.9291414114031743,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-23,4.5,23,0,1,0.38566340624360707,0.9226395488404876,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-24,4.5,24,1,1,0.401487989205973,0.9158642882672872,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-25,4.5,25,2,1,0.4171936026123168,0.9088176373395029,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-26,4.5,26,3,1,0.4327755925504312,0.901501684131884,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-27,4.5,27,4,1,0.4482293417404106,0.893918596519257,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-28,4.5,28,5,1,0.4635502709028509,0.886070621534138,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-29,4.5,29,6,1,0.47873384011578846,0.8779600847008882,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-30,4.5,30,0,1,0.49377555015997715,0.869589389346611,4.5,4.5,4.5,5.0,4.5,True,True
2023-01-31,4.5,31,1,1,0.5086709438521044,0.8609610158889943,4.5,4.5,4.5,5.0,4.5,True,True
2023-02-01,4.5,32,2,2,0.5234156073655503,0.8520775211013093,4.5,4.5,4.5,5.0,4.5,True,True
2023-02-02,4.5,33,3,2,0.5380051715382996,0.8429415373547828,4.5,4.5,4.5,5.0,4.5,True,True
